speaker	display_id	display_name	display_source_survey	display_source_item	intended_raw_keys	matched_raw_id	matched_raw_label	matched_source_survey	matched_source_item	first_matched_start	first_matched_end	first_matched_text	first_matched_audition_prefix	intended_interval_count
Fail01	64	heavy	KLQ	4.15	66	64	thin (stick)	KLQ	4.12	7150.0	7150.582	thin (stick)	4.12	2
Fail01	65	light	KLQ	4.16	67	65	weak	KLQ	4.14	7170.721	7171.656	weak	4.14	1
Fail01	66	soft	KLQ	4.17	68	66	heavy	KLQ	4.15	7180.329	7181.233	heavy	4.15	1
Fail01	67	hard (like a stone, opposite of soft	KLQ	4.18	69;154	67	light	KLQ	4.16	7189.849	7190.589	light	4.16	1
Fail01	68	good	KLQ	4.19	70	68	soft	KLQ	4.17	7193.156	7193.999	soft	4.17	3
Fail01	70	happy	KLQ	4.21	72	70	good	KLQ	4.19	7204.428	7205.465999999999	good	4.19	1
Fail01	71	sad	KLQ	4.22	73	71	bad	KLQ	4.20	7207.0	7208.0	bad	4.20	1
Fail01	72	hungry	KLQ	4.23	74	72	happy	KLQ	4.21	7212.085	7213.185	happy	4.21	2
Fail01	73	thirsty	KLQ	4.24	75	73	sad	KLQ	4.22	7218.264	7219.127	sad	4.22	2
Fail01	74	sweet	KLQ	4.25	76	74	hungry	KLQ	4.23	7229.405	7230.361	hungry	4.23	2
Fail01	75	bitter	KLQ	4.26	77	75	thirsty	KLQ	4.24	7232.109	7232.859	thirsty	4.24	3
Fail01	76	wet	KLQ	4.27	78	76	sweet	KLQ	4.25	7233.703	7234.474	sweet	4.25	2
Fail01	77	dry (land)	KLQ	4.28	79	77	bitter	KLQ	4.26	7235.636	7236.252	bitter	4.26	1
Fail01	78	tired	KLQ	4.29	80	78	wet	KLQ	4.27	7237.188	7237.825	wet	4.27	1
Fail01	79	deep	KLQ	4.30	81;82;162	79	dry (land)	KLQ	4.28	7238.799	7239.765	dry (land)	4.28	1
Fail01	80	shallow	KLQ	4.31	83	80	tired	KLQ	4.29	7254.539	7255.34	tired	4.29	1
Fail01	83	dirty	KLQ	4.34	86	83	shallow	KLQ	4.31	7273.508	7274.380999999999	shallow	4.31	3
Fail01	84	clean	KLQ	4.35	87	84	pregnant	KLQ	4.32	7283.0	7283.912	pregnant	4.32	1
Fail01	85	white	KLQ	5.1	88;563;596	85	beautiful	KLQ	4.33	7298.198	7299.226000000001	beautiful	4.33	2
Fail01	86	black	KLQ	5.2	89;564	86	dirty	KLQ	4.34	7306.823	7307.851000000001	dirty	4.34	2
Fail01	87	red	KLQ	5.3	90;565	87	clean	KLQ	4.35	7309.835	7310.585	clean	4.35	3
Fail01	88	green (grass)	KLQ	5.4	91;566	88	white	KLQ	5.1	7344.83	7345.642	white	5.1	1
Fail01	89	yellow	KLQ	5.5	92;567	89	black	KLQ	5.2	7346.804	7347.482	black	5.2	2
Fail01	90	blue (sky)	KLQ	5.6	93;568	90	red	KLQ	5.3	7348.901	7349.682	red	5.3	1
Fail01	91	brown	KLQ	5.7	94;569	91	green (grass)	KLQ	5.4	7350.784	7351.596	green (grass)	5.4	1
Fail01	92	to be born	KLQ	6.1	95	92	yellow	KLQ	5.5	7352.398	7353.169	yellow	5.5	1
Fail01	93	to wake up	KLQ	6.2	96	93	blue (sky)	KLQ	5.6	7354.465	7355.133	blue (sky)	5.6	1
Fail01	94	to sleep	KLQ	6.3	97	94	brown	KLQ	5.7	7360.21	7361.176	brown	5.7	1
Fail01	95	to lie down	KLQ	6.4	98	95	to be born	KLQ	6.1	7374.583	7375.775	to be born	6.1	1
Fail01	96	to rise	KLQ	6.5	99	96	to wake up	KLQ	6.2	7404.56	7405.403	to wake up	6.2	1
Fail01	97	to bathe (immerse the whole body	KLQ	6.6	100;168	97	to sleep	KLQ	6.3	7455.923	7456.999	to sleep	6.3	1
Fail01	98	to wash	KLQ	6.7	101	98	to lie down	KLQ	6.4	7469.848	7470.876	to lie down	6.4	1
Fail01	99	to buy	KLQ	6.8	102	99	to rise	KLQ	6.5	7487.673	7488.742	to rise	6.5	1
Fail01	101	to remember	KLQ	6.10	104	101	to wash	KLQ	6.7	7498.791	7499.51	to wash	6.7	1
Fail01	102	to forget	KLQ	6.11	105	102	to buy	KLQ	6.8	7533.84	7534.878	to buy	6.8	1
Fail01	103	to search	KLQ	6.12	106	103	to sell	KLQ	6.9	7556.704	7557.598	to sell	6.9	1
Fail01	104	to find	KLQ	6.13	107	104	to remember	KLQ	6.10	7570.346	7571.486999999999	to remember	6.10	1
Fail01	105	to speak	KLQ	6.14	108	105	to forget	KLQ	6.11	7594.706	7595.651	to forget	6.11	1
Fail01	106	to grow up	KLQ	6.15	109	106	to search	KLQ	6.12	7609.71	7610.625	to search	6.12	1
Fail01	107	to go	KLQ	7.1	110	107	to find	KLQ	6.13	7625.584	7626.293	to find	6.13	1
Fail01	108	to come	KLQ	7.2	111	108	to speak	KLQ	6.14	7635.633	7636.722	to speak	6.14	1
Fail01	109	go!	KLQ	7.3	112	109	to grow up	KLQ	6.15	7653.0	7654.091	to grow up	6.15	1
Fail01	110	come here!	KLQ	7.4	113	110	to go	KLQ	7.1	7663.915	7664.912	to go	7.1	1
Fail01	111	to return	KLQ	7.5	114	111	to come	KLQ	7.2	7686.592	7687.598999999999	to come	7.2	1
Fail01	112	to st	KLQ	7.6	115;116;589	112	go!	KLQ	7.3	7693.273	7694.126	go!	7.3	2
Fail01	113	to enter	KLQ	7.7	117	113	come here!	KLQ	7.4	7701.473	7702.552	come here!	7.4	1
Fail01	114	to reach, arrive	KLQ	7.8	118	114	to return	KLQ	7.5	7721.266	7722.210999999999	to return	7.5	1
Fail01	115	to run	KLQ	7.9	119	115	to stand	KLQ	7.6	7733.204	7734.232	to stand	7.6	1
Fail01	116	to walk	KLQ	7.10	120	116	to stop	KLQ	7.6	7819.0	7820.0	to stop	7.6	1
Fail01	117	to approach	KLQ	7.11	121	117	to enter	KLQ	7.7	7759.885	7760.83	to enter	7.7	1
Fail01	118	to fly	KLQ	7.12	122;169;170	118	to reach, arrive	KLQ	7.8	7769.836	7770.658	to reach, arrive	7.8	2
Fail01	119	to jump	KLQ	7.13	123	119	to run	KLQ	7.9	7827.133	7828.15	to run	7.9	1
Fail01	120	to pull	KLQ	7.14	124	120	to walk	KLQ	7.10	7836.357	7837.323	to walk	7.10	1
Fail01	121	to push	KLQ	7.15	125	121	to approach	KLQ	7.11	7853.475	7854.369000000001	to approach	7.11	1
Fail01	122	to see	KLQ	8.1	126	122	to fly	KLQ	7.12	7868.349	7869.3460000000005	to fly	7.12	1
Fail01	123	to look at	KLQ	8.2	127	123	to jump	KLQ	7.13	7881.873	7882.531	to jump	7.13	1
Fail01	124	to hear	KLQ	8.3	128	124	to pull	KLQ	7.14	7894.475	7895.575000000001	to pull	7.14	1
Fail01	125	to listen to	KLQ	8.4	129	125	to push	KLQ	7.15	7904.54	7905.999	to push	7.15	1
Fail01	126	to understand	KLQ	8.5	130	126	to see	KLQ	8.1	7914.246	7915.284	to see	8.1	1
Fail01	127	to smell (e.g. I can smell the food that is cooking)	KLQ	8.6	131	127	to look at	KLQ	8.2	7931.844	7932.707	to look at	8.2	1
Fail01	128	nose (A)	JBIL	34	132	128	to hear	KLQ	8.3	7948.081	7949.098	to hear	8.3	0
Fail01	129	elbow (A)	JBIL	43	133	129	to listen to	KLQ	8.4	7962.608	7963.744000000001	to listen to	8.4	0
Fail01	130	rib	KLQ	1.10	134	130	to understand	KLQ	8.5	7970.138	7971.367	to understand	8.5	1
Fail01	131	bladder	KLQ	1.12	135	131	to smell (e.g. I can smell the food that is cooking)	KLQ	8.6	7984.677	7985.705	to smell (e.g. I can smell the food that is cooking)	8.6	1
Fail01	134	sister	JBIL	75	138;612;613	134	rib	KLQ	1.10	5964.0	5965.131	rib	1.10	0
Fail01	135	rain (A)	JBIL	125	142	135	bladder	KLQ	1.12	5858.646	5859.735	bladder	1.12	0
Fail01	141	big (A)	JBIL	169	150	141	brother of husband	KLQ	2.15	6518.266	6519.396	brother of husband	2.15	0
Fail01	143	strong	KLQ	4.13	152	143	lightning	KLQ	3.3	6930.674	6931.578	lightning	3.3	1
Fail01	145	good (	JBIL	150	155;362	145	hail	KLQ	3.6	6956.61	6957.463	hail	3.6	0
Fail01	147	hungry (A)	JBIL	146	157	147	storm	KLQ	3.8	6978.602	6979.773999999999	storm	3.8	0
Fail01	149	sweet (A)	JBIL	155	159	149	earthquake	KLQ	3.12	7027.761	7029.179	earthquake	3.12	0
Fail01	152	dirty (	JBIL	166	163;376	152	strong	KLQ	4.13	7154.375	7155.3	strong	4.13	0
Fail01	154	black (A)	JBIL	180	165	154	hard (like a stone, opposite of soft 'nerm')	KLQ	4.18	7198.081	7198.811	hard (like a stone, opposite of soft 'nerm')	4.18	0
Fail01	162	to knock (at the door)	KLQ	9.6	176	162	deep	KLQ	4.30	7264.484	7265.111000000001	deep	4.30	1
Fail01	168	there (A)	JBIL	302	182	168	to bathe (immerse the whole body)	KLQ	6.6	7497.794	7498.719	to bathe (immerse the whole body)	6.6	0
Fail01	171	up (look up!)	KLQ	10.5	185	171	to kill	KLQ	9.1	7994.499	7995.286999999999	to kill	9.1	1
Fail01	172	above (a cloud is above the mountain)	KLQ	10.6	186	172	to hit	KLQ	9.2	8012.452	8013.271000000001	to hit	9.2	1
Fail01	173	down (look down!)	KLQ	10.7	187	173	to cut	KLQ	9.3	8045.844	8046.562	to cut	9.3	1
Fail01	174	below (the cat is below the table)	KLQ	10.8	188	174	to scratch (your own body	KLQ	9.4	8052.502	8053.491	to scratch (your own body	9.4	1
Fail01	175	now	KLQ	10.9	189	175	to slap	KLQ	9.5	8241.515	8242.489	to slap	9.5	1
Fail01	176	today (A)	JBIL	309	190	176	to knock (at the door)	KLQ	9.6	8084.38	8085.284000000001	to knock (at the door)	9.6	0
Fail01	177	yesterday (A)	JBIL	310	191	177	to bite	KLQ	9.7	8099.628	8100.864	to bite	9.7	0
Fail01	178	the day before yesterday	KLQ	10.12	192	178	to sting (a bee stung the child)	KLQ	9.8	8135.535	8136.4929999999995	to sting (a bee stung the child)	9.8	1
Fail01	179	tomorrow (	JBIL	312	193;515	179	to tear (the child will tear the paper)	KLQ	9.9	8146.196	8147.115	to tear (the child will tear the paper)	9.9	0
Fail01	180	the day after tomorrow (A)	JBIL	313	194	180	to destroy (the police destroyed the house)	KLQ	9.10	8158.627	8159.763000000001	to destroy (the police destroyed the house)	9.10	0
Fail01	183	morning	KLQ	10.17	198	183	inside the box	KLQ	10.3	8185.421	8186.603	inside the box	10.3	1
Fail01	184	midday	KLQ	10.18	199	184	outside	KLQ	10.4	8197.33	8197.909	outside	10.4	1
Fail01	185	afternoon	KLQ	10.19	200	185	up (look up!)	KLQ	10.5	8214.264	8214.912999999999	up (look up!)	10.5	1
Fail01	186	evening	KLQ	10.20	201	186	above (a cloud is above the mountain)	KLQ	10.6	8220.0	8221.0	above (a cloud is above the mountain)	10.6	1
Fail01	187	night (A)	JBIL	114	202	187	down (look down!)	KLQ	10.7	8228.356	8229.136	down (look down!)	10.7	0
Fail01	188	Monday	KLQ	11.1	203	188	below (the cat is below the table)	KLQ	10.8	8325.0	8326.0	below (the cat is below the table)	10.8	1
Fail01	189	Tuesday	KLQ	11.2	204	189	now	KLQ	10.9	8339.703	8340.568	now	10.9	1
Fail01	192	Friday	KLQ	11.5	207	192	the day before yesterday	KLQ	10.12	8351.624	8352.482	the day before yesterday	10.12	1
Fail01	195	what (A)	JBIL	318	210	195	last year	KLQ	10.15	8360.074	8360.847	last year	10.15	0
Fail01	198	where (A)	JBIL	314	213	198	morning	KLQ	10.17	8425.316	8426.274000000001	morning	10.17	0
Fail01	199	when (A)	JBIL	315	214	199	midday	KLQ	10.18	8430.191	8431.118	midday	10.18	0
Fail01	200	how much	KLQ	12.6	215;590	200	afternoon	KLQ	10.19	8436.0	8437.102	afternoon	10.19	1
Fail01	201	how many	KLQ	12.7	216;525	201	evening	KLQ	10.20	8459.662	8460.659	evening	10.20	1
Fail01	203	two	JBIL	2	218	203	Monday	KLQ	11.1	8474.15	8475.208999999999	Monday	11.1	1
Fail01	204	three	JBIL	3	219	204	Tuesday	KLQ	11.2	8480.642	8481.755	Tuesday	11.2	1
Fail01	205	four	JBIL	4	220	205	Wednesday	KLQ	11.3	8489.297	8490.356	Wednesday	11.3	1
Fail01	206	five	JBIL	5	221	206	Thursday	KLQ	11.4	8498.632	8499.644	Thursday	11.4	1
Fail01	207	six	JBIL	6	222	207	Friday	KLQ	11.5	8508.0	8509.0	Friday	11.5	1
Fail01	208	seven	JBIL	7	223	208	Saturday	KLQ	11.6	8518.72	8519.592999999999	Saturday	11.6	1
Fail01	209	eight	JBIL	8	224	209	Sunday	KLQ	11.7	8533.817	8534.675	Sunday	11.7	1
Fail01	211	ten	JBIL	10	226	211	why	KLQ	12.2	8548.603	8549.345	why	12.2	1
Fail01	215	fourteen	JBIL	14	230	215	how much salt is in the bag?	KLQ	12.6	8577.296	8577.999	how much salt is in the bag?	12.6	1
Fail01	216	fifteen	JBIL	15	231	216	how many boys are in the class?	KLQ	12.7	8582.537	8583.147	how many boys are in the class?	12.7	1
Fail01	217	sixteen	JBIL	16	232	217	one	JBIL	1	5.7	6.3100000000000005	one	1	1
Fail01	218	seventeen	JBIL	17	233	218	two	JBIL	2	11.745	12.34	two	2	1
Fail01	219	eighteen	JBIL	18	234	219	three	JBIL	3	16.313	17.148	three	3	1
Fail01	220	nineteen	JBIL	19	235	220	four	JBIL	4	23.276	23.886	four	4	1
Fail01	221	twenty	JBIL	20	236	221	five	JBIL	5	26.842	27.406	five	5	1
Fail01	222	twenty	JBIL	21	237;526	222	six	JBIL	6	38.586	39.297	six	6	1
Fail01	223	thirty	JBIL	22	238	223	seven	JBIL	7	63.364	63.998999999999995	seven	7	1
Fail01	224	forty	JBIL	23	239	224	eight	JBIL	8	68.368	68.785	eight	8	1
Fail01	225	fifty	JBIL	24	240	225	nine	JBIL	9	72.242	72.88300000000001	nine	9	1
Fail01	226	sixty	JBIL	25	241	226	ten	JBIL	10	77.0	77.288	ten	10	1
Fail01	227	seventy	JBIL	26	242	227	eleven	JBIL	11	80.08	80.876	eleven	11	1
Fail01	228	eighty	JBIL	27	243	228	twelve	JBIL	12	83.0	83.84	twelve	12	1
Fail01	229	ninety	JBIL	28	244	229	thirteen	JBIL	13	87.189	88.11699999999999	thirteen	13	1
Fail01	230	one hundred	JBIL	29	245	230	fourteen	JBIL	14	96.0	96.854	fourteen	14	1
Fail01	231	two hundred	JBIL	30	246	231	fifteen	JBIL	15	117.807	118.611	fifteen	15	1
Fail01	232	head	JBIL	31	247;248;527	232	sixteen	JBIL	16	123.841	124.722	sixteen	16	2
Fail01	233	hair (	JBIL	32	249;250	233	seventeen	JBIL	17	127.561	128.287	seventeen	17	2
Fail01	234	eye	JBIL	33	251	234	eighteen	JBIL	18	131.66	132.402	eighteen	18	1
Fail01	235	ear	JBIL	35	252;253;528	235	nineteen	JBIL	19	138.459	139.34	nineteen	19	2
Fail01	236	mouth	JBIL	36	254	236	twenty	JBIL	20	143.40800000000002	143.99900000000002	twenty	20	1
Fail01	237	tooth	JBIL	37	255;256;529	237	twenty one	JBIL	21	147.681	148.46900000000002	twenty one	21	2
Fail01	238	tongue	JBIL	38	257;258;530	238	thirty	JBIL	22	157.0	157.731	thirty	22	2
Fail01	239	neck	JBIL	39	259	239	forty	JBIL	23	160.605	161.17	forty	23	1
Fail01	240	throat	JBIL	40	260	240	fifty	JBIL	24	165.274	166.107	fifty	24	1
Fail01	241	arm	JBIL	41	261;262;531	241	sixty	JBIL	25	170.0	170.643	sixty	25	2
Fail01	242	hand	JBIL	42	263	242	seventy	JBIL	26	179.277	180.11999999999998	seventy	26	1
Fail01	243	finger	JBIL	44	264	243	eighty	JBIL	27	186.168	186.999	eighty	27	1
Fail01	244	nail	JBIL	45	265;266;532	244	ninety	JBIL	28	191.205	191.99900000000002	ninety	28	2
Fail01	245	chest	JBIL	46	267	245	one hundred	JBIL	29	200.152	200.999	one hundred	29	1
Fail01	246	stomach (belly)	JBIL	47	268	246	two hundred	JBIL	30	207.113	207.925	two hundred	30	1
Fail01	249	navel	JBIL	50	271	249	hair (men)	JBIL	32	305.68	306.533	hair (men)	32	1
Fail01	250	back	JBIL	51	272	250	hair (women)	JBIL	32	301.179	301.99899999999997	hair (women)	32	1
Fail01	251	leg	JBIL	52	273	251	eye	JBIL	33	330.087	330.848	eye	33	1
Fail01	254	foot	JBIL	55	276	254	mouth	JBIL	36	373.0	373.575	mouth	36	1
Fail01	259	heart	JBIL	60	281	259	neck	JBIL	39	440.589	441.298	neck	39	1
Fail01	260	liver	JBIL	61	282	260	throat	JBIL	40	452.415	452.999	throat	40	1
Fail01	263	husband	JBIL	64	285	263	hand	JBIL	42	510.381	510.99899999999997	hand	42	1
Fail01	264	woman	JBIL	65	286	264	finger	JBIL	44	571.5	572.127	finger	44	1
Fail01	267	boy	JBIL	68	289	267	chest	JBIL	46	604.324	604.9989999999999	chest	46	1
Fail01	268	son	JBIL	69	290	268	stomach (belly)	JBIL	47	611.532	612.21	stomach (belly)	47	1
Fail01	269	girl	JBIL	70	291	269	stomach (organ)	JBIL	48	637.363	638.412	stomach (organ)	48	1
Fail01	270	daughter	JBIL	71	292	270	guts	JBIL	49	656.367	657.107	guts	49	1
Fail01	271	brother	JBIL	74	294	271	navel	JBIL	50	669.839	670.6310000000001	navel	50	1
Fail01	272	groom	JBIL	76	295	272	back	JBIL	51	680.631	681.289	back	51	1
Fail01	273	bride	JBIL	77	296	273	leg	JBIL	52	689.473	690.1719999999999	leg	52	1
Fail01	274	name	JBIL	78	297	274	thigh	JBIL	53	699.762	700.492	thigh	53	1
Fail01	275	dog	JBIL	79	298	275	knee	JBIL	54	715.317	715.999	knee	54	1
Fail01	276	cat	JBIL	80	299	276	foot	JBIL	55	753.474	754.163	foot	55	1
Fail01	277	horn (cow)	JBIL	81	300	277	skin	JBIL	56	763.461	764.191	skin	56	1
Fail01	278	tail	JBIL	82	301	278	bone	JBIL	57	768.622	769.486	bone	57	1
Fail01	279	claw	JBIL	83	302	279	blood	JBIL	58	776.0	777.0	blood	58	1
Fail01	280	feather	JBIL	84	303	280	urine	JBIL	59	786.895	787.7479999999999	urine	59	1
Fail01	281	wing	JBIL	85	304	281	heart	JBIL	60	795.833	796.583	heart	60	1
Fail01	282	lion	JBIL	86	305	282	liver	JBIL	61	802.228	802.9989999999999	liver	61	1
Fail01	283	wolf	JBIL	87	306	283	person	JBIL	62	833.485	834.163	person	62	1
Fail01	284	fox	JBIL	88	307	284	man	JBIL	63	844.128	844.899	man	63	1
Fail01	285	snake	JBIL	89	308	285	husband	JBIL	64	857.275	858.18	husband	64	1
Fail01	286	worm	JBIL	90	309	286	woman	JBIL	65	868.569	869.2679999999999	woman	65	1
Fail01	287	fish	JBIL	91	310	287	wife	JBIL	66	874.599	875.6070000000001	wife	66	1
Fail01	288	bird	JBIL	92	311	288	child	JBIL	67	882.841	883.612	child	67	1
Fail01	289	ant	JBIL	93	312	289	boy	JBIL	68	888.251	888.999	boy	68	1
Fail01	290	fly (n.)	JBIL	94	313	290	son	JBIL	69	922.0	923.0	son	69	1
Fail01	291	scorpion	JBIL	95	314	291	girl	JBIL	70	933.7090000000001	934.49	girl	70	1
Fail01	292	louse	JBIL	96	315	292	daughter	JBIL	71	943.634	944.714	daughter	71	1
Fail01	294	forest	JBIL	98	317;318;533	294	brother	JBIL	74	987.0	987.712	brother	74	2
Fail01	295	wood (substance)	JBIL	99	319	295	groom	JBIL	76	1029.838	1030.4479999999999	groom	76	1
Fail01	296	branch	JBIL	100	320;591	296	bride	JBIL	77	1037.163	1037.924	bride	77	1
Fail01	297	stick	JBIL	101	321	297	name	JBIL	78	1046.198	1046.837	name	78	1
Fail01	298	leaf	JBIL	102	322	298	dog	JBIL	79	1052.57	1053.2849999999999	dog	79	1
Fail01	299	root	JBIL	104	323	299	cat	JBIL	80	1063.073	1063.6950000000002	cat	80	1
Fail01	300	flower	JBIL	105	324	300	horn (cow)	JBIL	81	1082.717	1083.461	horn (cow)	81	1
Fail01	301	seed	JBIL	106	325	301	tail	JBIL	82	1088.329	1089.079	tail	82	1
Fail01	302	grass	JBIL	107	326;614	302	claw	JBIL	83	1116.184	1116.899	claw	83	1
Fail01	303	sky	JBIL	108	327	303	feather	JBIL	84	1128.0	1128.776	feather	84	1
Fail01	304	cloud	JBIL	109	328	304	wing	JBIL	85	1146.393	1147.079	wing	85	1
Fail01	305	shadow	JBIL	110	329	305	lion	JBIL	86	1155.082	1155.803	lion	86	1
Fail01	306	sun	JBIL	111	330;331;535	306	wolf	JBIL	87	1166.235	1166.9319999999998	wolf	87	2
Fail01	307	day	JBIL	112	332	307	fox	JBIL	88	1288.311	1288.999	fox	88	1
Fail01	308	moon	JBIL	113	333	308	snake	JBIL	89	1301.179	1301.9340000000002	snake	89	1
Fail01	309	star	JBIL	115	334	309	worm	JBIL	90	1318.0	1318.668	worm	90	1
Fail01	310	dirt, earth	JBIL	117	335	310	fish	JBIL	91	1331.823	1332.642	fish	91	1
Fail01	311	mountain	JBIL	118	336	311	bird	JBIL	92	1383.204	1384.0819999999999	bird	92	1
Fail01	312	stone	JBIL	119	337	312	ant	JBIL	93	2731.131	2731.912	ant	93	1
Fail01	313	sand	JBIL	120	338	313	fly (n.)	JBIL	94	1447.504	1448.347	fly (n.)	94	1
Fail01	314	dust	JBIL	121	339	314	scorpion	JBIL	95	1456.932	1457.606	scorpion	95	1
Fail01	315	water	JBIL	122	340	315	louse	JBIL	96	1472.3029999999999	1473.1689999999999	louse	96	1
Fail01	316	river	JBIL	127	341;615	316	tree	JBIL	97	1495.426	1496.042	tree	97	1
Fail01	319	fire	JBIL	130	344	319	wood (substance)	JBIL	99	1521.352	1522.154	wood (substance)	99	1
Fail01	320	smoke	JBIL	131	345	320	branch	JBIL	100	1531.47	1532.086	branch	100	1
Fail01	321	year	JBIL	133	346	321	stick	JBIL	101	1543.711	1544.408	stick	101	1
Fail01	322	summer	JBIL	134	347	322	leaf	JBIL	102	2742.264	2743.114	leaf	102	1
Fail01	323	winter	JBIL	135	348	323	root	JBIL	104	1822.143	1822.765	root	104	1
Fail01	324	house	JBIL	136	349	324	flower	JBIL	105	1617.307	1617.999	flower	105	1
Fail01	325	meat	JBIL	137	350	325	seed	JBIL	106	1636.729	1637.2930000000001	seed	106	1
Fail01	326	rice	JBIL	138	351	326	grass	JBIL	107	1654.856	1655.559	grass	107	1
Fail01	327	salt (eating)	JBIL	139	352	327	sky	JBIL	108	1669.287	1670.258	sky	108	1
Fail01	328	fat (n.)	JBIL	140	353	328	cloud	JBIL	109	1677.055	1677.659	cloud	109	1
Fail01	329	egg (e.g., chicken)	JBIL	141	354	329	shadow	JBIL	110	2811.836	2812.8329999999996	shadow	110	1
Fail01	332	walnut	JBIL	144	357	332	day	JBIL	112	1717.167	1717.9109999999998	day	112	1
Fail01	333	fruit	JBIL	145	358	333	moon	JBIL	113	1799.829	1800.567	moon	113	1
Fail01	334	fresh	JBIL	149	360;361;539	334	star	JBIL	115	1848.9	1849.842	star	115	2
Fail01	335	rotten	JBIL	152	363	335	dirt, earth	JBIL	117	1875.0	1875.661	dirt, earth	117	1
Fail01	336	old (thing)	JBIL	153	364	336	mountain	JBIL	118	1884.334	1885.0720000000001	mountain	118	1
Fail01	337	new	JBIL	154	365	337	stone	JBIL	119	1901.3220000000001	1902.0000000000002	stone	119	1
